ein_fk,ein_pk,ntee_irs_code,ntee_nccs_code,ntee_modern_code,nccs_level_1_category,nccs_level_2_category,nccs_level_3_category,total_revenue,total_income,total_assets,city,state,zipcode,street_address,census_cbsa_fips_code,census_cbsa_name,census_block_fips_code,census_urban_area,census_state_abbreviation,census_county_name,address_full,address_matched,latitude,longitude,geocoder_confidence_score,geocoder_match_type,bmf_subsection_code,bmf_status_code,bmf_private_foundation_filing_required,bmf_organization_code,bmf_income_code,bmf_group_exemption_number,bmf_foundation_code,bmf_filing_requirement_code,bmf_deductibility_code,bmf_classification_code,bmf_asset_code,bmf_affiliation_code,organization_ruling_date,organization_fiscal_year,organization_ruling_year,organization_first_year,organization_last_year,organization_year_count,organization_personal_ico,org_name_secondary,org_name,organization_fiscal_period
,002084786,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,TAOS,NM,87571-1240,,45340,"Taos, NM",350559526013004,U,NM,,"TAOS,NM,87571-1240","87571-1240, Taos, New Mexico",36.394101,-105.5724885,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SAN FELIPE DEL RIO INC,6
,002085344,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,WILMINGTON,DE,19807-2304,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",100030118002010,U,DE,,"WILMINGTON,DE,19807-2304","19807-2304, Wilmington, Delaware",39.777831,-75.597498,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,WARE FOUNDATION,6
,002085488,S41,S41,PSB-S41-RG,501CX NONPROFIT,O,PB,,0.0,0.0,AKRON,OH,44308-1815,,10420,"Akron, OH",391535083011005,U,OH,,"AKRON,OH,44308-1815","44308-1815, Akron, Ohio",41.083938,-81.5171805,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,NATIONAL ASSOCIATION OF ACCOUNTANTS AKRON,6
,002085645,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,TAMPA,FL,33602-1615,,45300,"Tampa-St. Petersburg-Clearwater, FL",120570030003025,U,FL,,"TAMPA,FL,33602-1615","33602-1615, Tampa, Florida",27.967518,-82.456119,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,NATHAN L MARCUS MEMORIAL FOUNDATION,6
,002086283,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,BARTLESVILLE,OK,74003-0000,,12780,"Bartlesville, OK",401470003003048,U,OK,,"BARTLESVILLE,OK,74003-0000","74003, Bartlesville, Oklahoma",36.74627,-95.9740849999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,E H LYON & MELODY LYON FOUNDATION INC,6
,002086391,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,MILWAUKEE,WI,53201-2054,,33340,"Milwaukee-Waukesha, WI",550791874003003,U,WI,,"MILWAUKEE,WI,53201-2054","53201-2054, Milwaukee, Wisconsin",43.034607,-87.9149205,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ANNMARIE FOUNDATION INC,6
,002087309,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,INKSTER,MI,48141-1923,,19820,"Detroit-Warren-Dearborn, MI",261635701002000,U,MI,,"INKSTER,MI,48141-1923","48141-1923, Inkster, Michigan",42.304779,-83.296458,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,A C QUARIAN REV CENTER,6
,002087513,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,ROCKY MOUNT,NC,27801-0000,,40580,"Rocky Mount, NC",370650203001017,U,NC,,"ROCKY MOUNT,NC,27801-0000","27801, Rocky Mount, North Carolina",35.9411900000001,-77.78948,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,GORHAM FOUNDATION,6
,002088444,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,SAVANNAH,GA,31402-0000,,42340,"Savannah, GA",130510117003012,U,GA,,"SAVANNAH,GA,31402-0000","31402, Savannah, Georgia",32.0837500000001,-81.099295,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,JOHN F PIDCOCK FOUNDATION INC,6
,002088754,Z99,Z99,UNU-Z99-RG,501C3 PRIVATE FOUNDATION,O,UN,,0.0,0.0,GREAT NECK,NY,11021,225 MIDDLE NECK RD,35620,"New York-Newark-Jersey City, NY-NJ-PA",360593004003017,U,NY,,"225 MIDDLE NECK RD,GREAT NECK,NY,11021","225 Middle Neck Rd, Great Neck, New York, 11021",40.796298,-73.7339625,100.0,M,3,,,,,0.0,4,1,,,,,1974-05-01,2010-01-01,1974-01-01,1989-01-01,2010-01-01,,,,COUNCIL FOR ADVANCEMENT OF PSYCHOTHERAPY INC,5
,002088950,A62,A62,ART-A62-RG,501C3 CHARITY,O,AR,,0.0,0.0,WASHINGTON,DC,20003,,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",110010070001009,U,DC,,"WASHINGTON,DC,20003","20003, Washington, District of Columbia",38.8827150000001,-76.996755,100.0,M,3,,,,,,15,,,,,,1974-02-01,1999-01-01,1974-01-01,1989-01-01,1999-01-01,,,,ANDREW CACHO AFRICAN DRUMMERS & DANCERS ECONOMIC DEVELOPMENT INC,2
,002089363,P30,P30,HMS-P30-RG,501CX NONPROFIT,O,HS,,0.0,0.0,SPRINGFIELD,IL,62701-0000,,44100,"Springfield, IL",171670014001015,U,IL,,"SPRINGFIELD,IL,62701-0000","62701, Springfield, Illinois",39.8005700000001,-89.648255,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,PLANNING CONSORTIUM FOR CHILDRENS SERVICES IN ILLINOIS INC,6
,002089675,A02,A99,ART-A99-RG,501CX NONPROFIT,O,AR,,0.0,0.0,MADISON,WI,53701-2687,,31540,"Madison, WI",550250017043000,U,WI,,"MADISON,WI,53701-2687","53701-2687, Madison, Wisconsin",43.075728,-89.384841,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ART EXCHANGE INC,6
,002090536,S80,S80,PSB-S80-RG,501CX NONPROFIT,O,PB,,0.0,0.0,MACON,GA,31204-0000,,31420,"Macon-Bibb County, GA",130210104004005,U,GA,,"MACON,GA,31204-0000","31204, Macon, Georgia",32.8285050000001,-83.668495,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HAMILTON HOLT KIWANIS EDUCATIONAL LOAN FUND,6
,002090980,U20,U20,PSB-U20-RG,501CX NONPROFIT,O,PB,,0.0,0.0,NEW YORK,NY,10027-2332,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610219001007,U,NY,,"NEW YORK,NY,10027-2332","10027-2332, New York, New York",40.817808,-73.9612485,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,INSTITUTE FOR SCIENTIFIC HUMANISM INC,6
,002092321,G70,G70,HEL-G70-RG,501CX NONPROFIT,O,HE,,0.0,0.0,CHARLOTTE,NC,28202-2141,,16740,"Charlotte-Concord-Gastonia, NC-SC",371190001041008,U,NC,,"CHARLOTTE,NC,28202-2141","28202-2141, Charlotte, North Carolina",35.229969,-80.8389405,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,AMERICAN DIABETES ASSOCIATION NORT CAROLINA AFFILIATE INC GROUP RETUR,6
,002092898,S80,S80,PSB-S80-RG,501CX NONPROFIT,O,PB,,0.0,0.0,WHEELING,WV,26003,1819 JACOB ST,48540,"Wheeling, WV-OH",540690027002058,U,WV,,"1819 JACOB ST,WHEELING,WV,26003","1819 Jacob St, Wheeling, West Virginia, 26003",40.061938327226,-80.716855729817,100.0,M,8,,,,,527.0,0,20,,,,,1942-03-01,2010-01-01,1942-01-01,1999-01-01,2010-01-01,,,74 PANHANDEL LODGE,IMPROVED BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE WORLD PANHAND,3
,002093081,N63,N63,HMS-N63-RG,501CX NONPROFIT,O,HS,,0.0,0.0,ORLANDO,FL,32856-8363,,36740,"Orlando-Kissimmee-Sanford, FL",120950139001000,U,FL,,"ORLANDO,FL,32856-8363","32856-8363, Orlando, Florida",28.511046,-81.37296,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CONWAY LITTLE LEAGUE INC,6
,002093127,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,AUSTIN,TX,78701-1719,,12420,"Austin-Round Rock-Georgetown, TX",484530007001054,U,TX,,"AUSTIN,TX,78701-1719","78701-1719, Austin, Texas",30.276036,-97.745958,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,AUGUST J & SADIE L HENCK MEMORIAL FUND,6
,002093291,P80,P80,HMS-P80-RG,501CX NONPROFIT,O,HS,,0.0,0.0,MENDON,MA,01756-1226,,49340,"Worcester, MA-CT",250277461001021,R,MA,,"MENDON,MA,01756-1226","01756-1226, Mendon, Massachusetts",42.089004,-71.577369,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,THISTLECROFT THERAPEUTIC RIDING INC,6
,002093332,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0.0,0.0,ARLINGTON HEIGHTS,IL,60004-3991,,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170318031001014,U,IL,,"ARLINGTON HEIGHTS,IL,60004-3991","60004-3991, Arlington Heights, Illinois",42.106374,-87.980868,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SHELTER INC,6
,002093338,A60,A60,ART-A60-RG,501CX NONPROFIT,O,AR,,0.0,0.0,PHILADELPHIA,PA,19144-2130,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",421010246003009,U,PA,,"PHILADELPHIA,PA,19144-2130","19144-2130, Philadelphia, Pennsylvania",40.036869,-75.173769,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ZERO MOVING COMPANY,6
,002093620,S02,S02,PSB-S00-MT,501CX NONPROFIT,O,PB,,0.0,0.0,COCONUT GROVE,FL,33133-5408,,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120860068011012,U,FL,,"COCONUT GROVE,FL,33133-5408","33133-5408, Miami, Florida",25.729344,-80.2369305,99.9,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,INSTITUTE FOR MANAGEMENT IMPROVEMENT,6
,002093633,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,BRYAN,TX,77801-4746,,17780,"College Station-Bryan, TX",480410010023016,U,TX,,"BRYAN,TX,77801-4746","77801-4746, Bryan, Texas",30.626424,-96.35409,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,WOODSON FOUNDATION,6
,002093996,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0.0,0.0,ST PETERSBURG,FL,33710-8295,,45300,"Tampa-St. Petersburg-Clearwater, FL",121030222002013,U,FL,,"ST PETERSBURG,FL,33710-8295","33710, Saint Petersburg, Florida",27.7771750000001,-82.707705,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ARAMAIC BIBLE SOCIETY INC,6
,002094069,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,WICHITA,KS,67202-2111,,48620,"Wichita, KS",201730043012043,U,KS,,"WICHITA,KS,67202-2111","67202-2111, Wichita, Kansas",37.688013,-97.3364985,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,KANSAS COLISEUM CORPORATION,6
,002094878,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,ORLANDO,FL,32802-3631,,36740,"Orlando-Kissimmee-Sanford, FL",120950189022002,U,FL,,"ORLANDO,FL,32802-3631","32802-3631, Orlando, Florida",28.544688,-81.3776805,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,GORDON J BARNETT FOUNDATION TRUST,6
,002095067,B03,B03,EDU-B00-PA,501CX NONPROFIT,O,ED,,0.0,0.0,ATLANTA,GA,30342-2364,,12060,"Atlanta-Sandy Springs-Alpharetta, GA",131210101372002,U,GA,,"ATLANTA,GA,30342-2364","30342-2364, Atlanta, Georgia",33.892884,-84.379968,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ASSOCIATION FOR INDIVIDUALLY GUIDED EDUCATION INC,6
,002095581,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,ATLANTA,GA,30302-4655,,12060,"Atlanta-Sandy Springs-Alpharetta, GA",131210120003016,U,GA,,"ATLANTA,GA,30302-4655","30302-4655, Atlanta, Georgia",33.744303,-84.3943995,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MARTIN GOTTLIEB CHARITABLE TRUST,6
,002096475,A68,A68,ART-A68-RG,501C3 CHARITY,O,AR,,0.0,0.0,BIRMINGHAM,AL,35217,,13820,"Birmingham-Hoover, AL",10730109005043,U,AL,,"BIRMINGHAM,AL,35217","35217, Birmingham, Alabama",33.5803133000001,-86.770689,100.0,M,3,,,,,,15,,,,,,1976-09-01,2000-01-01,1976-01-01,1989-01-01,2000-01-01,,,,OLD TIME MUSIC ASSOCIATION INC,9
,002096797,N64,N64,HMS-N64-RG,501CX NONPROFIT,O,HS,,0.0,0.0,RALEIGH,NC,27658-8037,,39580,"Raleigh-Cary, NC",371830540181018,U,NC,,"RALEIGH,NC,27658-8037","27658-8037, Raleigh, North Carolina",35.848467,-78.5961315,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CAPITAL AREA SOCCER LEAGUE INC,6
,002096989,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0.0,0.0,WASHINGTON,DC,20007-3238,,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",110010002023007,U,DC,,"WASHINGTON,DC,20007-3238","20007-3238, Washington, District of Columbia",38.906397,-77.0629185,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CHRIST THE KING ROMAN CATHOLIC CHURCH,6
,002097865,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0.0,0.0,GARDEN GROVE,CA,92643-4629,,31080,"Los Angeles-Long Beach-Anaheim, CA",60590888015000,U,CA,,"GARDEN GROVE,CA,92643-4629","Garden Grv, Garden Grove, California, 92844",33.773472,-117.977211,85.68,T,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MONDAY NIGHT BIBLE STUDY INC,6
,002098549,B94,B94,EDU-B94-RG,501CX NONPROFIT,O,ED,,0.0,0.0,HAWTHORNE,FL,32640-0000,,37260,"Palatka, FL",121079503002047,R,FL,,"HAWTHORNE,FL,32640-0000","32640, Hawthorne, Florida",29.61706,-81.98461,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,PTA FLORIDA CONGRESS,6
,002098665,W30,W30,PSB-W30-RG,501CX NONPROFIT,O,PB,,0.0,0.0,WILLIAMSPORT,PA,17701,10 E 3RD ST,48700,"Williamsport, PA",420810006002064,U,PA,,"10 E 3RD ST,WILLIAMSPORT,PA,17701","10 E 3rd St, Williamsport, Pennsylvania, 17701",41.2413140976688,-77.0006120302384,100.0,M,19,,,,,925.0,0,10,,,,,1946-03-01,2014-01-01,1946-01-01,2014-01-01,2014-01-01,,,1 GARRETT COCHRAN INC,AMERICAN LEGION,3
,002100541,B83,B83,EDU-B83-RG,501CX NONPROFIT,O,ED,,0.0,0.0,MEADVILLE,PA,16335,,32740,"Meadville, PA",420391115001001,U,PA,,"MEADVILLE,PA,16335","16335, Meadville, Pennsylvania",41.6398579,-80.1470090999999,100.0,M,7,,,,,,0,,,,,,1940-10-01,2005-01-01,1940-01-01,2003-01-01,2005-01-01,,,PENN DELTA CHAPTER,PHI DELTA THETA FRATERNITY,10
,002101442,P86,P86,HMS-P86-RG,501CX NONPROFIT,O,HS,,0.0,0.0,HERMITAGE,PA,16148-0181,,49660,"Youngstown-Warren-Boardman, OH-PA",420850313002027,U,PA,,"HERMITAGE,PA,16148-0181","16148-0181, Hermitage, Pennsylvania",41.232051,-80.452242,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,PENNSYLVANIA ASSOC FOR THE BLIND MERCER COUNTY BRANCH,6
,002102806,P20,P20,HMS-P20-RG,501CX NONPROFIT,O,HS,,0.0,0.0,ALIQUIPPA,PA,15001-3811,,38300,"Pittsburgh, PA",420076057001013,U,PA,,"ALIQUIPPA,PA,15001-3811","15001-3811, Aliquippa, Pennsylvania",40.614273,-80.244612,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,GRIFFITH HEIGHTS SOCIAL SERVICE ASSOCIATION,6
,002103797,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,PITTSBURGH,PA,15219-0000,,38300,"Pittsburgh, PA",420030305002002,U,PA,,"PITTSBURGH,PA,15219-0000","15219, Pittsburgh, Pennsylvania",40.44233,-79.980495,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,R K MELLON FAMILY FOUNDATION,6
,002103825,I71,I71,HMS-I71-RG,501CX NONPROFIT,O,HS,,0.0,0.0,ERIE,PA,16502-1423,,21500,"Erie, PA",420490009021013,U,PA,,"ERIE,PA,16502-1423","16502-1423, Erie, Pennsylvania",42.124689,-80.091288,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DOMESTIC ABUSE PROGRAM OF ERIE COUNTY,6
,002104443,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,PITTSBURGH,PA,15230-0000,,38300,"Pittsburgh, PA",420030201005013,U,PA,,"PITTSBURGH,PA,15230-0000","15230, Pittsburgh, Pennsylvania",40.4437676920001,-79.995075057,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ARTHUR VINING DAVIS FOUNDATION 2,6
,002105016,W30,W30,PSB-W30-RG,501CX NONPROFIT,O,PB,,0.0,0.0,WAYNESBORO,PA,17268,,16540,"Chambersburg-Waynesboro, PA",420550123002026,U,PA,,"WAYNESBORO,PA,17268","17268, Waynesboro, Pennsylvania",39.7566150000001,-77.57737,100.0,M,19,,,,,,0,,,,,,1946-03-01,2008-01-01,1946-01-01,1999-01-01,2008-01-01,,,,AMERICAN LEGION POST 0015 POST,3
,002105359,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,PITTSBURGH,PA,15230-0837,,38300,"Pittsburgh, PA",420030201005013,U,PA,,"PITTSBURGH,PA,15230-0837","15230-0837, Pittsburgh, Pennsylvania",40.443732,-79.995141,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,C L MCCUNE TURST UW DTD 10-16-79 W1-1990-00-5 FBO MCCUNE FOUNDATION,6
,002106332,E32,E32,HEL-E32-RG,501CX NONPROFIT,O,HE,,0.0,0.0,ZANESVILLE,OH,43701-0000,,49780,"Zanesville, OH",391199118004004,U,OH,,"ZANESVILLE,OH,43701-0000","43701, Zanesville, Ohio",39.9588450000001,-82.0095,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SIX CO COMMUNITY HEALTH CENTER,6
,002106672,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,NEW ALBANY,OH,43054,PO BOX 322,18140,"Columbus, OH",390490072052025,U,OH,,"PO BOX 322,NEW ALBANY,OH,43054","43054, New Albany, Ohio",40.103165,-82.82436,98.0,M,7,,,,,0.0,0,20,,,,,1970-05-01,2010-01-01,1970-01-01,2010-01-01,2010-01-01,,,,JUSTEEN SWIM CLUB INC,5
,002107515,E11,E11,HEL-E00-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,DAYTON,OH,45402-1429,,19430,"Dayton-Kettering, OH",391130015013030,U,OH,,"DAYTON,OH,45402-1429","45402-1429, Dayton, Ohio",39.757779,-84.1963995,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,WESTERN OHIO FOUNDATION FOR MEDICAL CARE,6
,002107682,W20,W20,PSB-W20-RG,501CX NONPROFIT,O,PB,,0.0,0.0,COLUMBUS,OH,43229-5197,,18140,"Columbus, OH",390490069241006,U,OH,,"COLUMBUS,OH,43229-5197","43229-5197, Columbus, Ohio",40.066974,-82.9768905,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,NORTHLAND BRIDGE OF FRANKLIN COUNTY OHIO,6
,002109259,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0.0,0.0,MCCONNELSVILLE,OH,43756-0359,,,,391159689001019,R,OH,,"MCCONNELSVILLE,OH,43756-0359","43756-0359, Mcconnelsville, Ohio",39.667131,-81.8377785,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MORGAN RESIDENTIAL INC,6
,002110470,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,MIDDLETOWN,OH,45042-0000,,17140,"Cincinnati, OH-KY-IN",390170144002002,U,OH,,"MIDDLETOWN,OH,45042-0000","45042, Middletown, Ohio",39.51897,-84.3951752,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ARMCO FOUNDATION,6
,002110523,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,CINCINNATI,OH,45209-1088,,17140,"Cincinnati, OH-KY-IN",390610276001012,U,OH,,"CINCINNATI,OH,45209-1088","45209-1088, Cincinnati, Ohio",39.161988,-84.4228305,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CINCINNATI MILACRON FOUNDATION,6
,002110532,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,TROY,OH,45373-2928,,19430,"Dayton-Kettering, OH",391093653015005,U,OH,,"TROY,OH,45373-2928","45373-2928, Troy, Ohio",40.041882,-84.2086395,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,C C HOBART FOUNDATION,6
,002110541,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,CINCINNATI,OH,45202-0000,,17140,"Cincinnati, OH-KY-IN",390610010003010,U,OH,,"CINCINNATI,OH,45202-0000","45202, Cincinnati, Ohio",39.10905,-84.51331,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,GRADISON FOUNDATION,6
,002110571,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,CINCINNATI,OH,45202-2803,,17140,"Cincinnati, OH-KY-IN",390610265003005,U,OH,,"CINCINNATI,OH,45202-2803","45202-2803, Cincinnati, Ohio",39.100977,-84.5130015,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CHARLES F & MARY YEISER FOUNDATION,6
,002110573,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,CINCINNATI,OH,45202-3115,,17140,"Cincinnati, OH-KY-IN",390610007003035,U,OH,,"CINCINNATI,OH,45202-3115","45202-3115, Cincinnati, Ohio",39.101661,-84.5114895,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,NABAMA FOUNDATION,6
,002110616,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,CINCINNATI,OH,45208-0000,,17140,"Cincinnati, OH-KY-IN",390610050002007,U,OH,,"CINCINNATI,OH,45208-0000","45208, Cincinnati, Ohio",39.1382850000001,-84.43768,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,LEBLOND FOUNDATION,6
,002110676,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,HAMILTON,OH,45011-2901,,17140,"Cincinnati, OH-KY-IN",390170146002049,U,OH,,"HAMILTON,OH,45011-2901","45011-2901, Hamilton, Ohio",39.397239,-84.564999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,BUNKER HILL HAVEN TRUST,6
,002110764,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,COLUMBUS,OH,43215-3607,,18140,"Columbus, OH",390490030004087,U,OH,,"COLUMBUS,OH,43215-3607","43215-3607, Columbus, Ohio",39.962628,-82.997748,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HELEN E ROBERTS TR UW,6
,002110807,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,XENIA,OH,45385-3501,,19430,"Dayton-Kettering, OH",390572406005011,U,OH,,"XENIA,OH,45385-3501","45385-3501, Xenia, Ohio",39.684411,-83.9291985,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,J A CHEW FOUNDATION,6
,002110936,L81,L81,HMS-L81-RG,501CX NONPROFIT,O,HS,,0.0,0.0,DAYTON,OH,45402-0000,,19430,"Dayton-Kettering, OH",391130015012055,U,OH,,"DAYTON,OH,45402-0000","45402, Dayton, Ohio",39.7570000000001,-84.1897099999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DAYTON FUND FOR HOME REHABILITATION,6
,002110990,B11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,MARION,OH,43302-0437,,32020,"Marion, OH",391010001002010,U,OH,,"MARION,OH,43302-0437","43302, Marion, Ohio",40.5873839000001,-83.126065,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MARION AREA COLLEGE FOUNDATION INC,6
,002111072,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,HOUSTON,TX,77002-0000,,26420,"Houston-The Woodlands-Sugar Land, TX",482011000011053,U,TX,,"HOUSTON,TX,77002-0000","77002, Houston, Texas",29.7524550000001,-95.369775,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,COOPER INDUSTRIES FOUNDATION,6
,002111089,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,COLUMBUS,OH,43216-0000,,18140,"Columbus, OH",390490085005018,U,OH,,"COLUMBUS,OH,43216-0000","43216, Columbus, Ohio",39.9683267,-83.0246108,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,EVA V TALBOTT FOUNDATION,6
,002111121,S22,S22,PSB-S22-RG,501CX NONPROFIT,O,PB,,0.0,0.0,DAYTON,OH,45408-1201,,19430,"Dayton-Kettering, OH",391130041002002,U,OH,,"DAYTON,OH,45408-1201","45408, Dayton, Ohio",39.7375500000001,-84.22576,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DAYTON PRESS EMPLOYEES CIVIC ASSOC,6
,002111135,E11,E20,HOS-E20-RG,501CX NONPROFIT,S,ZA,,0.0,0.0,MIDDLETOWN,OH,45042-0000,,17140,"Cincinnati, OH-KY-IN",390170144002002,U,OH,,"MIDDLETOWN,OH,45042-0000","45042, Middletown, Ohio",39.51897,-84.3951752,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,COMMUNITY DAY HOSPITAL ASSOCIATION MIDDLETOWN OHIO,6
