EIN2,EIN,NTEE_IRS,NTEE_NCCS,NTEEV2,NCCS_LEVEL_1,NCCS_LEVEL_2,NCCS_LEVEL_3,F990_TOTAL_REVENUE_RECENT,F990_TOTAL_INCOME_RECENT,F990_TOTAL_ASSETS_RECENT,F990_ORG_ADDR_CITY,F990_ORG_ADDR_STATE,F990_ORG_ADDR_ZIP,F990_ORG_ADDR_STREET,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_BLOCK_FIPS,CENSUS_URBAN_AREA,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_ADDR_FULL,ORG_ADDR_MATCH,LATITUDE,LONGITUDE,GEOCODER_SCORE,GEOCODER_MATCH,BMF_SUBSECTION_CODE,BMF_STATUS_CODE,BMF_PF_FILING_REQ_CODE,BMF_ORGANIZATION_CODE,BMF_INCOME_CODE,BMF_GROUP_EXEMPT_NUM,BMF_FOUNDATION_CODE,BMF_FILING_REQ_CODE,BMF_DEDUCTIBILITY_CODE,BMF_CLASSIFICATION_CODE,BMF_ASSET_CODE,BMF_AFFILIATION_CODE,ORG_RULING_DATE,ORG_FISCAL_YEAR,ORG_RULING_YEAR,ORG_YEAR_FIRST,ORG_YEAR_LAST,ORG_YEAR_COUNT,ORG_PERS_ICO,ORG_NAME_SEC,ORG_NAME_CURRENT,ORG_FISCAL_PERIOD
EIN-00-2083565,2083565,N11,N1132,HMS-N32-MS,501CX NONPROFIT,S,ZA,,0,0,BOISE,ID,83702-0000,,14260,"Boise City, ID",160010001021004,U,ID,Ada County,"BOISE,ID,83702-0000","83702, Boise, Idaho",43.62661,-116.21018,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,IDAHO PARK FOUNDATION,6
EIN-00-2083756,2083756,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,DENVER,CO,80218-3608,,19740,"Denver-Aurora-Lakewood, CO",80310032032008,U,CO,Denver County,"DENVER,CO,80218-3608","80218-3608, Denver, Colorado",39.724686,-104.970519,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ATON FOUNDATION,6
EIN-00-2083810,2083810,A23,A23,ART-A23-RG,501CX NONPROFIT,O,AR,,0,0,NEW YORK,NY,10165-0015,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610082002000,U,NY,New York County,"NEW YORK,NY,10165-0015","10165-0015, New York, New York",40.752423,-73.979469,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,INTERNATIONAL COMMITTEE FOR ADVANCEMENT OF CULTURE & ART INC,6
EIN-00-2084016,2084016,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,SPRINGDALE,AR,72764-0000,,22220,"Fayetteville-Springdale-Rogers, AR",51430112001058,U,AR,Washington County,"SPRINGDALE,AR,72764-0000","72764, Springdale, Arkansas",36.1813800000001,-94.1359199999999,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,SCHMIEDING FOUNDATION,6
EIN-00-2084149,2084149,W30,W30,PSB-W30-RG,501CX NONPROFIT,O,PB,,0,0,IRON MOUNTAIN,MI,49801-0370,,27020,"Iron Mountain, MI-WI",260439507001017,U,MI,Dickinson County,"IRON MOUNTAIN,MI,49801-0370","49801-0370, Iron Mountain, Michigan",45.835479,-88.059681,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,DICKINSON COUNTY WAR VETERANS SCHOLARSHIP ASSOCIATION,6
EIN-00-2084186,2084186,A30,A30,ART-A30-RG,501CX NONPROFIT,O,AR,,0,0,JESUP,GA,31545-1038,,27700,"Jesup, GA",133059702023026,U,GA,Wayne County,"JESUP,GA,31545-1038","31545-1038, Jesup, Georgia",31.616271,-81.8834895,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,SOURCE OF LIFE BROADCAST INC,6
EIN-00-2084307,2084307,W02,W02,PSB-W00-MT,501CX NONPROFIT,O,PB,,0,0,ESCANABA,MI,49829-0527,,21540,"Escanaba, MI",260419708002012,U,MI,Delta County,"ESCANABA,MI,49829-0527","49829-0527, Escanaba, Michigan",45.747513,-87.0846615,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HUMAN RESOURCES AUTHORITY INC,6
EIN-00-2084489,2084489,A30,A30,ART-A30-RG,501CX NONPROFIT,O,AR,,0,0,MIAMI SHORES,FL,33138-2549,,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120860012052010,U,FL,Miami-Dade County,"MIAMI SHORES,FL,33138-2549","33138, Miami Shores, Florida",25.8648004431494,-80.1842575532561,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,FOUNDATION FOR THE EXPANSION OF COMMUNICATION & UNDERSATNDING INC,6
EIN-00-2084786,2084786,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,TAOS,NM,87571-1240,,45340,"Taos, NM",350559526013004,U,NM,Taos County,"TAOS,NM,87571-1240","87571-1240, Taos, New Mexico",36.394101,-105.5724885,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,SAN FELIPE DEL RIO INC,6
EIN-00-2085344,2085344,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,WILMINGTON,DE,19807-2304,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",100030118002010,U,DE,New Castle County,"WILMINGTON,DE,19807-2304","19807-2304, Wilmington, Delaware",39.777831,-75.597498,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,WARE FOUNDATION,6
EIN-00-2085488,2085488,S41,S41,PSB-S41-RG,501CX NONPROFIT,O,PB,,0,0,AKRON,OH,44308-1815,,10420,"Akron, OH",391535083011005,U,OH,Summit County,"AKRON,OH,44308-1815","44308-1815, Akron, Ohio",41.083938,-81.5171805,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,NATIONAL ASSOCIATION OF ACCOUNTANTS AKRON,6
EIN-00-2085645,2085645,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,TAMPA,FL,33602-1615,,45300,"Tampa-St. Petersburg-Clearwater, FL",120570030003025,U,FL,Hillsborough County,"TAMPA,FL,33602-1615","33602-1615, Tampa, Florida",27.967518,-82.456119,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,NATHAN L MARCUS MEMORIAL FOUNDATION,6
EIN-00-2086283,2086283,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,BARTLESVILLE,OK,74003-0000,,12780,"Bartlesville, OK",401470003003048,U,OK,Washington County,"BARTLESVILLE,OK,74003-0000","74003, Bartlesville, Oklahoma",36.74627,-95.9740849999999,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,E H LYON & MELODY LYON FOUNDATION INC,6
EIN-00-2086391,2086391,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,MILWAUKEE,WI,53201-2054,,33340,"Milwaukee-Waukesha, WI",550791874003003,U,WI,Milwaukee County,"MILWAUKEE,WI,53201-2054","53201-2054, Milwaukee, Wisconsin",43.034607,-87.9149205,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ANNMARIE FOUNDATION INC,6
EIN-00-2087309,2087309,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,INKSTER,MI,48141-1923,,19820,"Detroit-Warren-Dearborn, MI",261635701002000,U,MI,Wayne County,"INKSTER,MI,48141-1923","48141-1923, Inkster, Michigan",42.304779,-83.296458,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,A C QUARIAN REV CENTER,6
EIN-00-2087513,2087513,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,ROCKY MOUNT,NC,27801-0000,,40580,"Rocky Mount, NC",370650203001017,U,NC,Edgecombe County,"ROCKY MOUNT,NC,27801-0000","27801, Rocky Mount, North Carolina",35.9411900000001,-77.78948,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,GORHAM FOUNDATION,6
EIN-00-2088444,2088444,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,SAVANNAH,GA,31402-0000,,42340,"Savannah, GA",130510117003012,U,GA,Chatham County,"SAVANNAH,GA,31402-0000","31402, Savannah, Georgia",32.0837500000001,-81.099295,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JOHN F PIDCOCK FOUNDATION INC,6
EIN-00-2088754,2088754,Z99,Z99,UNU-Z99-RG,501C3 PRIVATE FOUNDATION,O,UN,,0,0,GREAT NECK,NY,11021,225 MIDDLE NECK RD,35620,"New York-Newark-Jersey City, NY-NJ-PA",360593004003017,U,NY,Nassau County,"225 MIDDLE NECK RD,GREAT NECK,NY,11021","225 Middle Neck Rd, Great Neck, New York, 11021",40.796298,-73.7339625,100,M,3,,,,,0,4,1,,,,,1974-05,2010,1974,1989,2010,22,,,COUNCIL FOR ADVANCEMENT OF PSYCHOTHERAPY INC,5
EIN-00-2088950,2088950,A62,A62,ART-A62-RG,501C3 CHARITY,O,AR,,0,0,WASHINGTON,DC,20003,,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",110010070001009,U,DC,District of Columbia,"WASHINGTON,DC,20003","20003, Washington, District of Columbia",38.8827150000001,-76.996755,100,M,3,,,,,,15,,,,,,1974-02,1999,1974,1989,1999,11,,,ANDREW CACHO AFRICAN DRUMMERS & DANCERS ECONOMIC DEVELOPMENT INC,2
EIN-00-2089363,2089363,P30,P30,HMS-P30-RG,501CX NONPROFIT,O,HS,,0,0,SPRINGFIELD,IL,62701-0000,,44100,"Springfield, IL",171670014001015,U,IL,Sangamon County,"SPRINGFIELD,IL,62701-0000","62701, Springfield, Illinois",39.8005700000001,-89.648255,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PLANNING CONSORTIUM FOR CHILDRENS SERVICES IN ILLINOIS INC,6
EIN-00-2089675,2089675,A02,A99,ART-A99-RG,501CX NONPROFIT,O,AR,,0,0,MADISON,WI,53701-2687,,31540,"Madison, WI",550250017043000,U,WI,Dane County,"MADISON,WI,53701-2687","53701-2687, Madison, Wisconsin",43.075728,-89.384841,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ART EXCHANGE INC,6
EIN-00-2090536,2090536,S80,S80,PSB-S80-RG,501CX NONPROFIT,O,PB,,0,0,MACON,GA,31204-0000,,31420,"Macon-Bibb County, GA",130210104004005,U,GA,Bibb County,"MACON,GA,31204-0000","31204, Macon, Georgia",32.8285050000001,-83.668495,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HAMILTON HOLT KIWANIS EDUCATIONAL LOAN FUND,6
EIN-00-2090980,2090980,U20,U20,PSB-U20-RG,501CX NONPROFIT,O,PB,,0,0,NEW YORK,NY,10027-2332,,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610219001007,U,NY,New York County,"NEW YORK,NY,10027-2332","10027-2332, New York, New York",40.817808,-73.9612485,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,INSTITUTE FOR SCIENTIFIC HUMANISM INC,6
EIN-00-2092321,2092321,G70,G70,HEL-G70-RG,501CX NONPROFIT,O,HE,,0,0,CHARLOTTE,NC,28202-2141,,16740,"Charlotte-Concord-Gastonia, NC-SC",371190001041008,U,NC,Mecklenburg County,"CHARLOTTE,NC,28202-2141","28202-2141, Charlotte, North Carolina",35.229969,-80.8389405,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,AMERICAN DIABETES ASSOCIATION NORT CAROLINA AFFILIATE INC GROUP RETUR,6
EIN-00-2092898,2092898,S80,S80,PSB-S80-RG,501CX NONPROFIT,O,PB,,0,0,WHEELING,WV,26003,1819 JACOB ST,48540,"Wheeling, WV-OH",540690027002058,U,WV,Ohio County,"1819 JACOB ST,WHEELING,WV,26003","1819 Jacob St, Wheeling, West Virginia, 26003",40.061938327226,-80.716855729817,100,M,8,,,,,527,0,20,,,,,1942-03,2010,1942,1999,2010,12,,74 PANHANDEL LODGE,IMPROVED BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE WORLD PANHAND,3
EIN-00-2093081,2093081,N63,N63,HMS-N63-RG,501CX NONPROFIT,O,HS,,0,0,ORLANDO,FL,32856-8363,,36740,"Orlando-Kissimmee-Sanford, FL",120950139001000,U,FL,Orange County,"ORLANDO,FL,32856-8363","32856-8363, Orlando, Florida",28.511046,-81.37296,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CONWAY LITTLE LEAGUE INC,6
EIN-00-2093127,2093127,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,AUSTIN,TX,78701-1719,,12420,"Austin-Round Rock-Georgetown, TX",484530007001054,U,TX,Travis County,"AUSTIN,TX,78701-1719","78701-1719, Austin, Texas",30.276036,-97.745958,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,AUGUST J & SADIE L HENCK MEMORIAL FUND,6
EIN-00-2093291,2093291,P80,P80,HMS-P80-RG,501CX NONPROFIT,O,HS,,0,0,MENDON,MA,01756-1226,,49340,"Worcester, MA-CT",250277461001021,R,MA,Worcester County,"MENDON,MA,01756-1226","01756-1226, Mendon, Massachusetts",42.089004,-71.577369,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,THISTLECROFT THERAPEUTIC RIDING INC,6
EIN-00-2093332,2093332,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0,0,ARLINGTON HEIGHTS,IL,60004-3991,,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170318031001014,U,IL,Cook County,"ARLINGTON HEIGHTS,IL,60004-3991","60004-3991, Arlington Heights, Illinois",42.106374,-87.980868,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,SHELTER INC,6
EIN-00-2093338,2093338,A60,A60,ART-A60-RG,501CX NONPROFIT,O,AR,,0,0,PHILADELPHIA,PA,19144-2130,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",421010246003009,U,PA,Philadelphia County,"PHILADELPHIA,PA,19144-2130","19144-2130, Philadelphia, Pennsylvania",40.036869,-75.173769,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ZERO MOVING COMPANY,6
EIN-00-2093620,2093620,S02,S02,PSB-S00-MT,501CX NONPROFIT,O,PB,,0,0,COCONUT GROVE,FL,33133-5408,,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120860068011012,U,FL,Miami-Dade County,"COCONUT GROVE,FL,33133-5408","33133-5408, Miami, Florida",25.729344,-80.2369305,99.9,M,,,,,,,,,,,,,,,,1989,1989,1,,,INSTITUTE FOR MANAGEMENT IMPROVEMENT,6
EIN-00-2093633,2093633,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,BRYAN,TX,77801-4746,,17780,"College Station-Bryan, TX",480410010023016,U,TX,Brazos County,"BRYAN,TX,77801-4746","77801-4746, Bryan, Texas",30.626424,-96.35409,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,WOODSON FOUNDATION,6
EIN-00-2093996,2093996,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0,0,ST PETERSBURG,FL,33710-8295,,45300,"Tampa-St. Petersburg-Clearwater, FL",121030222002013,U,FL,Pinellas County,"ST PETERSBURG,FL,33710-8295","33710, Saint Petersburg, Florida",27.7771750000001,-82.707705,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ARAMAIC BIBLE SOCIETY INC,6
EIN-00-2094069,2094069,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,WICHITA,KS,67202-2111,,48620,"Wichita, KS",201730043012043,U,KS,Sedgwick County,"WICHITA,KS,67202-2111","67202-2111, Wichita, Kansas",37.688013,-97.3364985,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,KANSAS COLISEUM CORPORATION,6
EIN-00-2094878,2094878,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,ORLANDO,FL,32802-3631,,36740,"Orlando-Kissimmee-Sanford, FL",120950189022002,U,FL,Orange County,"ORLANDO,FL,32802-3631","32802-3631, Orlando, Florida",28.544688,-81.3776805,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,GORDON J BARNETT FOUNDATION TRUST,6
EIN-00-2095067,2095067,B03,B03,EDU-B00-PA,501CX NONPROFIT,O,ED,,0,0,ATLANTA,GA,30342-2364,,12060,"Atlanta-Sandy Springs-Alpharetta, GA",131210101372002,U,GA,Fulton County,"ATLANTA,GA,30342-2364","30342-2364, Atlanta, Georgia",33.892884,-84.379968,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ASSOCIATION FOR INDIVIDUALLY GUIDED EDUCATION INC,6
EIN-00-2095581,2095581,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,ATLANTA,GA,30302-4655,,12060,"Atlanta-Sandy Springs-Alpharetta, GA",131210120003016,U,GA,Fulton County,"ATLANTA,GA,30302-4655","30302-4655, Atlanta, Georgia",33.744303,-84.3943995,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MARTIN GOTTLIEB CHARITABLE TRUST,6
EIN-00-2096475,2096475,A68,A68,ART-A68-RG,501C3 CHARITY,O,AR,,0,0,BIRMINGHAM,AL,35217,,13820,"Birmingham-Hoover, AL",10730109005043,U,AL,Jefferson County,"BIRMINGHAM,AL,35217","35217, Birmingham, Alabama",33.5803133000001,-86.770689,100,M,3,,,,,,15,,,,,,1976-09,2000,1976,1989,2000,12,,,OLD TIME MUSIC ASSOCIATION INC,9
EIN-00-2096797,2096797,N64,N64,HMS-N64-RG,501CX NONPROFIT,O,HS,,0,0,RALEIGH,NC,27658-8037,,39580,"Raleigh-Cary, NC",371830540181018,U,NC,Wake County,"RALEIGH,NC,27658-8037","27658-8037, Raleigh, North Carolina",35.848467,-78.5961315,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CAPITAL AREA SOCCER LEAGUE INC,6
EIN-00-2096989,2096989,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0,0,WASHINGTON,DC,20007-3238,,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",110010002023007,U,DC,District of Columbia,"WASHINGTON,DC,20007-3238","20007-3238, Washington, District of Columbia",38.906397,-77.0629185,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CHRIST THE KING ROMAN CATHOLIC CHURCH,6
EIN-00-2097865,2097865,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0,0,GARDEN GROVE,CA,92643-4629,,31080,"Los Angeles-Long Beach-Anaheim, CA",60590888015000,U,CA,Orange County,"GARDEN GROVE,CA,92643-4629","Garden Grv, Garden Grove, California, 92844",33.773472,-117.977211,85.68,T,,,,,,,,,,,,,,,,1989,1989,1,,,MONDAY NIGHT BIBLE STUDY INC,6
EIN-00-2098549,2098549,B94,B94,EDU-B94-RG,501CX NONPROFIT,O,ED,,0,0,HAWTHORNE,FL,32640-0000,,37260,"Palatka, FL",121079503002047,R,FL,Putnam County,"HAWTHORNE,FL,32640-0000","32640, Hawthorne, Florida",29.61706,-81.98461,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PTA FLORIDA CONGRESS,6
EIN-00-2098665,2098665,W30,W30,PSB-W30-RG,501CX NONPROFIT,O,PB,,0,0,WILLIAMSPORT,PA,17701,10 E 3RD ST,48700,"Williamsport, PA",420810006002064,U,PA,Lycoming County,"10 E 3RD ST,WILLIAMSPORT,PA,17701","10 E 3rd St, Williamsport, Pennsylvania, 17701",41.2413140976688,-77.0006120302384,100,M,19,,,,,925,0,10,,,,,1946-03,2014,1946,2014,2014,1,,1 GARRETT COCHRAN INC,AMERICAN LEGION,3
EIN-00-2100541,2100541,B83,B83,EDU-B83-RG,501CX NONPROFIT,O,ED,,0,0,MEADVILLE,PA,16335,,32740,"Meadville, PA",420391115001001,U,PA,Crawford County,"MEADVILLE,PA,16335","16335, Meadville, Pennsylvania",41.6398579,-80.1470090999999,100,M,7,,,,,,0,,,,,,1940-10,2005,1940,2003,2005,3,,PENN DELTA CHAPTER,PHI DELTA THETA FRATERNITY,10
EIN-00-2101442,2101442,P86,P86,HMS-P86-RG,501CX NONPROFIT,O,HS,,0,0,HERMITAGE,PA,16148-0181,,49660,"Youngstown-Warren-Boardman, OH-PA",420850313002027,U,PA,Mercer County,"HERMITAGE,PA,16148-0181","16148-0181, Hermitage, Pennsylvania",41.232051,-80.452242,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PENNSYLVANIA ASSOC FOR THE BLIND MERCER COUNTY BRANCH,6
EIN-00-2102806,2102806,P20,P20,HMS-P20-RG,501CX NONPROFIT,O,HS,,0,0,ALIQUIPPA,PA,15001-3811,,38300,"Pittsburgh, PA",420076057001013,U,PA,Beaver County,"ALIQUIPPA,PA,15001-3811","15001-3811, Aliquippa, Pennsylvania",40.614273,-80.244612,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,GRIFFITH HEIGHTS SOCIAL SERVICE ASSOCIATION,6
EIN-00-2103797,2103797,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,PITTSBURGH,PA,15219-0000,,38300,"Pittsburgh, PA",420030305002002,U,PA,Allegheny County,"PITTSBURGH,PA,15219-0000","15219, Pittsburgh, Pennsylvania",40.44233,-79.980495,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,R K MELLON FAMILY FOUNDATION,6
EIN-00-2103825,2103825,I71,I71,HMS-I71-RG,501CX NONPROFIT,O,HS,,0,0,ERIE,PA,16502-1423,,21500,"Erie, PA",420490009021013,U,PA,Erie County,"ERIE,PA,16502-1423","16502-1423, Erie, Pennsylvania",42.124689,-80.091288,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,DOMESTIC ABUSE PROGRAM OF ERIE COUNTY,6
EIN-00-2104443,2104443,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,PITTSBURGH,PA,15230-0000,,38300,"Pittsburgh, PA",420030201005013,U,PA,Allegheny County,"PITTSBURGH,PA,15230-0000","15230, Pittsburgh, Pennsylvania",40.4437676920001,-79.995075057,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ARTHUR VINING DAVIS FOUNDATION 2,6
EIN-00-2105016,2105016,W30,W30,PSB-W30-RG,501CX NONPROFIT,O,PB,,0,0,WAYNESBORO,PA,17268,,16540,"Chambersburg-Waynesboro, PA",420550123002026,U,PA,Franklin County,"WAYNESBORO,PA,17268","17268, Waynesboro, Pennsylvania",39.7566150000001,-77.57737,100,M,19,,,,,,0,,,,,,1946-03,2008,1946,1999,2008,10,,,AMERICAN LEGION POST 0015 POST,3
EIN-00-2105359,2105359,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,PITTSBURGH,PA,15230-0837,,38300,"Pittsburgh, PA",420030201005013,U,PA,Allegheny County,"PITTSBURGH,PA,15230-0837","15230-0837, Pittsburgh, Pennsylvania",40.443732,-79.995141,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,C L MCCUNE TURST UW DTD 10-16-79 W1-1990-00-5 FBO MCCUNE FOUNDATION,6
EIN-00-2106332,2106332,E32,E32,HEL-E32-RG,501CX NONPROFIT,O,HE,,0,0,ZANESVILLE,OH,43701-0000,,49780,"Zanesville, OH",391199118004004,U,OH,Muskingum County,"ZANESVILLE,OH,43701-0000","43701, Zanesville, Ohio",39.9588450000001,-82.0095,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,SIX CO COMMUNITY HEALTH CENTER,6
EIN-00-2106672,2106672,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,NEW ALBANY,OH,43054,PO BOX 322,18140,"Columbus, OH",390490072052025,U,OH,Franklin County,"PO BOX 322,NEW ALBANY,OH,43054","43054, New Albany, Ohio",40.103165,-82.82436,98,M,7,,,,,0,0,20,,,,,1970-05,2010,1970,2010,2010,1,,,JUSTEEN SWIM CLUB INC,5
EIN-00-2107515,2107515,E11,E11,HEL-E00-MS,501CX NONPROFIT,S,ZA,,0,0,DAYTON,OH,45402-1429,,19430,"Dayton-Kettering, OH",391130015013030,U,OH,Montgomery County,"DAYTON,OH,45402-1429","45402-1429, Dayton, Ohio",39.757779,-84.1963995,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,WESTERN OHIO FOUNDATION FOR MEDICAL CARE,6
EIN-00-2107682,2107682,W20,W20,PSB-W20-RG,501CX NONPROFIT,O,PB,,0,0,COLUMBUS,OH,43229-5197,,18140,"Columbus, OH",390490069241006,U,OH,Franklin County,"COLUMBUS,OH,43229-5197","43229-5197, Columbus, Ohio",40.066974,-82.9768905,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,NORTHLAND BRIDGE OF FRANKLIN COUNTY OHIO,6
EIN-00-2109259,2109259,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0,0,MCCONNELSVILLE,OH,43756-0359,,,,391159689001019,R,OH,Morgan County,"MCCONNELSVILLE,OH,43756-0359","43756-0359, Mcconnelsville, Ohio",39.667131,-81.8377785,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MORGAN RESIDENTIAL INC,6
EIN-00-2110470,2110470,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,MIDDLETOWN,OH,45042-0000,,17140,"Cincinnati, OH-KY-IN",390170144002002,U,OH,Butler County,"MIDDLETOWN,OH,45042-0000","45042, Middletown, Ohio",39.51897,-84.3951752,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ARMCO FOUNDATION,6
EIN-00-2110523,2110523,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,CINCINNATI,OH,45209-1088,,17140,"Cincinnati, OH-KY-IN",390610276001012,U,OH,Hamilton County,"CINCINNATI,OH,45209-1088","45209-1088, Cincinnati, Ohio",39.161988,-84.4228305,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CINCINNATI MILACRON FOUNDATION,6
EIN-00-2110532,2110532,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,TROY,OH,45373-2928,,19430,"Dayton-Kettering, OH",391093653015005,U,OH,Miami County,"TROY,OH,45373-2928","45373-2928, Troy, Ohio",40.041882,-84.2086395,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,C C HOBART FOUNDATION,6
EIN-00-2110541,2110541,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,CINCINNATI,OH,45202-0000,,17140,"Cincinnati, OH-KY-IN",390610010003010,U,OH,Hamilton County,"CINCINNATI,OH,45202-0000","45202, Cincinnati, Ohio",39.10905,-84.51331,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,GRADISON FOUNDATION,6
EIN-00-2110571,2110571,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,CINCINNATI,OH,45202-2803,,17140,"Cincinnati, OH-KY-IN",390610265003005,U,OH,Hamilton County,"CINCINNATI,OH,45202-2803","45202-2803, Cincinnati, Ohio",39.100977,-84.5130015,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CHARLES F & MARY YEISER FOUNDATION,6
EIN-00-2110573,2110573,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,CINCINNATI,OH,45202-3115,,17140,"Cincinnati, OH-KY-IN",390610007003035,U,OH,Hamilton County,"CINCINNATI,OH,45202-3115","45202-3115, Cincinnati, Ohio",39.101661,-84.5114895,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,NABAMA FOUNDATION,6
EIN-00-2110616,2110616,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,CINCINNATI,OH,45208-0000,,17140,"Cincinnati, OH-KY-IN",390610050002007,U,OH,Hamilton County,"CINCINNATI,OH,45208-0000","45208, Cincinnati, Ohio",39.1382850000001,-84.43768,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,LEBLOND FOUNDATION,6
