EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITDUE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH
EIN-00-0000000,,,,,,0|0,,,,,,,,,,,,,,,,,,1996,",,",,0,0,,0,U
EIN-00-0754461,,44140,"Springfield, MA","Springfield, MA Metro Area",M1,-72.491095|42.5077150000001,1003,250110406001003,Block 1003,R,,,S,40,72,25,11,40600,25011040600,Census Tract 406,MA,Franklin County,Massachusetts,2004,"LEVERETT,MA,1054","01054, Leverett, Massachusetts",-72.491095,42.5077150000001,Postal,100,M
EIN-00-0765634,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.0857305|42.279759,3000,250251010023000,Block 3000,U,9271,U,S,358,808,25,25,101002,25025101002,Census Tract 1010.02,MA,Suffolk County,Massachusetts,2024,"75 MORTON VILLAGE DR APT 408,MATTAPAN,MA,02126-2433","75 Morton Village Drive, #408, Mattapan, Massachusetts, 02126",-71.0857305,42.279759,Subaddress,100,M
EIN-00-0802945,,38340,"Pittsfield, MA","Pittsfield, MA Metro Area",M1,-73.37098|42.3370600000001,1020,250039342001020,Block 1020,R,,,S,12,26,25,3,934200,25003934200,Census Tract 9342,MA,Berkshire County,Massachusetts,2003,"WEST STOCKBRIDGE,MA,1266","01266, West Stockbridge, Massachusetts",-73.37098,42.3370600000001,Postal,100,M
EIN-00-0821422,548,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",M1,-77.0319374|38.9051143,3001,110010101003001,Block 3001,U,92242,U,S,295,312,11,1,10100,11001010100,Census Tract 101,DC,District of Columbia,District of Columbia,2004,"WASHINGTON,DC,20005","20005, Washington, District of Columbia",-77.0319374,38.9051143,Postal,100,M
EIN-00-0828544,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.1134055|42.37074,4002,250173538004002,Block 4002,U,9271,U,S,185,287,25,17,353800,25017353800,Census Tract 3538,MA,Middlesex County,Massachusetts,2012,"1105 MASSACHUSETTS AVE APT 3E,CAMBRIDGE,MA,2138","1105 Massachusetts Avenue, #3E, Cambridge, Massachusetts, 02138",-71.1134055,42.37074,Subaddress,100,M
EIN-00-0841363,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.093313|42.283728,1000,250251011011000,Block 1000,U,9271,U,S,98,291,25,25,101101,25025101101,Census Tract 1011.01,MA,Suffolk County,Massachusetts,2024,"39 GOODALE RD STE 2,MATTAPAN,MA,02126-1527","39 Goodale Road, #2, Mattapan, Massachusetts, 02126",-71.093313,42.283728,Subaddress,100,M
EIN-00-0841402,148,39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area",M1,-71.2164444|42.0303303000001,2013,250056101002013,Block 2013,U,72505,U,S,35,70,25,5,610100,25005610100,Census Tract 6101,MA,Bristol County,Massachusetts,2007,"MANSFIELD,MA,2048","02048, Mansfield, Massachusetts",-71.2164444,42.0303303000001,Postal,100,M
EIN-00-0842650,,44140,"Springfield, MA","Springfield, MA Metro Area",M1,-72.6049836999999|42.1427069000001,4004,250138109024004,Block 4004,U,83926,U,S,34,59,25,13,810902,25013810902,Census Tract 8109.02,MA,Hampden County,Massachusetts,2006,"CHICOPEE,MA,1013","01013, Chicopee, Massachusetts",-72.6049836999999,42.1427069000001,Postal,100,M
EIN-00-0845196,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-70.94634|42.4610300000001,1010,250092070001010,Block 1010,U,9271,U,S,0,0,25,9,207000,25009207000,Census Tract 2070,MA,Essex County,Massachusetts,2004,"LYNN,MA,1901","01901, Lynn, Massachusetts",-70.94634,42.4610300000001,Postal,100,M
EIN-00-0846590,148,39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area",M1,-71.1500599999999|41.706735,1001,250056418001001,Block 1001,U,72505,U,S,18,36,25,5,641800,25005641800,Census Tract 6418,MA,Bristol County,Massachusetts,2004,"FALL RIVER,MA,2720","02720, Fall River, Massachusetts",-71.1500599999999,41.706735,Postal,100,M
EIN-00-0852649,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.1194625|42.33411,1008,250214007001008,Block 1008,U,9271,U,S,10,43,25,21,400700,25021400700,Census Tract 4007,MA,Norfolk County,Massachusetts,2024,"32 HARVARD ST,BROOKLINE,MA,02445-7994","32 Harvard Street, Brookline, Massachusetts, 02445",-71.1194625,42.33411,PointAddress,100,M
EIN-00-0854160,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.022935|42.0818550000001,3004,250235108003004,Block 3004,U,9271,U,S,7,35,25,23,510900,25023510900,Census Tract 5109,MA,Plymouth County,Massachusetts,2005,"BROCKTON,MA,2301","02301, Brockton, Massachusetts",-71.022935,42.0818550000001,Postal,100,M
EIN-00-0886944,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.314895|42.6482150000001,1002,250173101021002,Block 1002,U,9271,U,S,1,20,25,17,310102,25017310102,Census Tract 3101.02,MA,Middlesex County,Massachusetts,2009,"PO BOX 283,LOWELL,MA,1853","01853, Lowell, Massachusetts",-71.314895,42.6482150000001,Postal,98,M
EIN-00-0888184,148,49340,"Worcester, MA-CT","Worcester, MA-CT Metro Area",M1,-71.91789|41.6776,3037,90159073003037,Block 3037,U,72868,U,S,9,21,9,150,907300,9150907300,Census Tract 9073,CT,Northeastern Connecticut Planning Region,Connecticut,2007,"PLAINFIELD,CT,6374","06374, Plainfield, Connecticut",-71.91789,41.6776,Postal,100,M
EIN-00-0889899,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.08857|42.294132,6002,250251001006002,Block 6002,U,9271,U,S,102,215,25,25,92400,25025092400,Census Tract 924,MA,Suffolk County,Massachusetts,2010,"895 BLUE HILL AVE,BOSTON,MA,2124","895 Blue Hill Avenue, Dorchester Center, Massachusetts, 02124",-71.08857,42.294132,PointAddress,100,M
EIN-00-0900887,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.611576|40.704867,2007,360594072032007,Block 2007,U,63217,U,S,12,35,36,59,407203,36059407203,Census Tract 4072.03,NY,Nassau County,New York,2013,"16 DIKEMAN ST,HEMPSTEAD,NY,11550","16 Dikeman St, Hempstead, New York, 11550",-73.611576,40.704867,PointAddress,100,M
EIN-00-0903385,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.2099|40.73641,1028,361031474011028,Block 1028,U,63217,U,S,0,0,36,103,147401,36103147401,Census Tract 1474.01,NY,Suffolk County,New York,2005,"ISLIP,NY,11751","11751, Islip, New York",-73.2099,40.73641,Postal,100,M
EIN-00-0904598,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.1185260999999|42.3761418,2010,250173536002010,Block 2010,U,9271,U,S,56,781,25,17,353600,25017353600,Census Tract 3536,MA,Middlesex County,Massachusetts,2007,"CAMBRIDGE,MA,2138","02138, Cambridge, Massachusetts",-71.1185260999999,42.3761418,Postal,100,M
EIN-00-0907836,,,,,,-82.32724|37.6075000000001,2010,211959313002010,Block 2010,R,,,S,1,4,21,195,931300,21195931300,Census Tract 9313,KY,Pike County,Kentucky,2009,",CANADA,FO,0","Canada, Kentucky",-82.32724,37.6075000000001,Locality,82.33,T
EIN-00-0916530,,38340,"Pittsfield, MA","Pittsfield, MA Metro Area",M1,-73.25375|42.4525550000001,3015,250039001003015,Block 3015,U,69778,U,S,3,6,25,3,900100,25003900100,Census Tract 9001,MA,Berkshire County,Massachusetts,2009,",PITTSFIELD,MA,1201","01201, Pittsfield, Massachusetts",-73.25375,42.4525550000001,Postal,100,M
EIN-00-0925918,148,12700,"Barnstable Town, MA","Barnstable Town, MA Metro Area",M1,-70.1895144|42.0526093,4011,250010101004011,Block 4011,U,72532,U,S,145,150,25,1,10100,25001010100,Census Tract 101,MA,Barnstable County,Massachusetts,2008,"PROVINCETOWN,MA,2657","02657, Provincetown, Massachusetts",-70.1895144,42.0526093,Postal,100,M
EIN-00-0933652,,38340,"Pittsfield, MA","Pittsfield, MA Metro Area",M1,-73.257021|42.443577,2007,250039009002007,Block 2007,U,69778,U,S,41,64,25,3,900900,25003900900,Census Tract 9009,MA,Berkshire County,Massachusetts,2010,"35 CLINTON AVE,PITTSFIELD,MA,1201","35 Clinton Avenue, Pittsfield, Massachusetts, 01201",-73.257021,42.443577,PointAddress,100,M
EIN-00-0981374,148,12700,"Barnstable Town, MA","Barnstable Town, MA Metro Area",M1,-70.531569|41.59377,2025,250010145002025,Block 2025,U,5167,U,S,135,269,25,1,14500,25001014500,Census Tract 145,MA,Barnstable County,Massachusetts,2012,"50 SURREY LN,EAST FALMOUTH,MA,2536","50 Surrey Lane, East Falmouth, Massachusetts, 02536",-70.531569,41.59377,PointAddress,100,M
EIN-00-1000328,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.0736249999999|42.3491300000001,3007,250250106003007,Block 3007,U,9271,U,S,290,380,25,25,10600,25025010600,Census Tract 106,MA,Suffolk County,Massachusetts,1989,"AUBURNDALE,MA,02116-0000","02116, Boston, Massachusetts",-71.0736249999999,42.3491300000001,Postal,85,M
EIN-00-1003350,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.162874|42.706899,1009,250092501001009,Block 1009,U,9271,U,S,6,23,25,9,250100,25009250100,Census Tract 2501,MA,Essex County,Massachusetts,2013,"370 ESSEX ST,LAWRENCE,MA,1840","370 Essex Street, Lawrence, Massachusetts, 01840",-71.162874,42.706899,PointAddress,100,M
EIN-00-1012230,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.265168|42.318594,3007,250214041003007,Block 3007,U,9271,U,S,48,150,25,21,404100,25021404100,Census Tract 4041,MA,Norfolk County,Massachusetts,2011,"124 WASHINGTON ST,WELLESLEY,MA,2481","124 Washington Street, Wellesley Hills, Massachusetts, 02481",-71.265168,42.318594,PointAddress,100,M
EIN-00-1017919,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.122995|42.373385,1018,250173541001018,Block 1018,U,9271,U,S,29,44,25,17,354100,25017354100,Census Tract 3541,MA,Middlesex County,Massachusetts,2015,"PO BOX 380365,CAMBRIDGE,MA,2238","02238, Cambridge, Massachusetts",-71.122995,42.373385,Postal,98,M
EIN-00-1028397,,44140,"Springfield, MA","Springfield, MA Metro Area",M1,-72.5981199999999|42.5875350000001,2001,250110413022001,Block 2001,U,34975,U,S,27,52,25,11,41302,25011041302,Census Tract 413.02,MA,Franklin County,Massachusetts,2024,"PO BOX 471009,BROOKLINE,MA,01302-0000","01302, Greenfield, Massachusetts",-72.5981199999999,42.5875350000001,Postal,86.62,M
EIN-00-1037180,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.140518|42.484977,1002,250173335021002,Block 1002,U,9271,U,S,34,108,25,17,333502,25017333502,Census Tract 3335.02,MA,Middlesex County,Massachusetts,2017,"37 BOW ST,WOBURN,MA,1801","37 Bow Street, Woburn, Massachusetts, 01801",-71.140518,42.484977,PointAddress,100,M
EIN-00-1041338,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.13006|42.340374,2002,250214004012002,Block 2002,U,9271,U,S,311,527,25,21,400401,25021400401,Census Tract 4004.01,MA,Norfolk County,Massachusetts,2013,"1514 BEACON ST APT 38,BROOKLINE,MA,2446","1514 Beacon Street, #38, Brookline, Massachusetts, 02446",-71.13006,42.340374,Subaddress,100,M
EIN-00-1045782,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.1258975|42.648768,1007,250092543021007,Block 1007,U,9271,U,S,37,90,25,9,254302,25009254302,Census Tract 2543.02,MA,Essex County,Massachusetts,2014,"23 WOODLAND RD,ANDOVER,MA,1810","23 Woodland Road, Andover, Massachusetts, 01810",-71.1258975,42.648768,PointAddress,100,M
EIN-00-1049015,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-70.6814055|42.074523,1033,250235062021033,Block 1033,U,9271,U,S,15,66,25,23,506202,25023506202,Census Tract 5062.02,MA,Plymouth County,Massachusetts,2013,"18 AUNT LIZZIES LN,MARSHFIELD,MA,2050","18 Aunt Lizzie's Lane, Marshfield, Massachusetts, 02050",-70.6814055,42.074523,PointAddress,100,M
EIN-00-1056907,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.5613985|42.39279,2007,250173224002007,Block 2007,U,9271,U,S,181,250,25,17,322400,25017322400,Census Tract 3224,MA,Middlesex County,Massachusetts,2015,"250 MAIN ST UNIT 218,HUDSON,MA,1749","250 Main Street, #218, Hudson, Massachusetts, 01749",-71.5613985,42.39279,Subaddress,100,M
EIN-00-1058976,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.2425825|42.414633,1014,250173681011014,Block 1014,U,9271,U,S,16,36,25,17,368101,25017368101,Census Tract 3681.01,MA,Middlesex County,Massachusetts,2015,"18 BERKLEY ST,WALTHAM,MA,2451","18 Berkley Street, Waltham, Massachusetts, 02451",-71.2425825,42.414633,PointAddress,100,M
EIN-00-1070499,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-70.89732|42.46398,6018,250092022006018,Block 6018,U,9271,U,S,73,181,25,9,202200,25009202200,Census Tract 2022,MA,Essex County,Massachusetts,2015,"9 GALLOUPES POINT RD,SWAMPSCOTT,MA,1907","9 Galloupes Point Road, Swampscott, Massachusetts, 01907",-70.89732,42.46398,PointAddress,100,M
EIN-00-1082436,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.2974477|42.4464492000001,1005,250173603001005,Block 1005,U,9271,U,S,44,108,25,17,360300,25017360300,Census Tract 3603,MA,Middlesex County,Massachusetts,2015,"PO BOX 643,LINCOLN,MA,1773","01773, Lincoln, Massachusetts",-71.2974477,42.4464492000001,Postal,98,M
EIN-00-1085119,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.1185260999999|42.3761418,2010,250173536002010,Block 2010,U,9271,U,S,56,781,25,17,353600,25017353600,Census Tract 3536,MA,Middlesex County,Massachusetts,2017,"PO BOX 381134,CAMBRID,MA,2138","02138, Cambridge, Massachusetts",-71.1185260999999,42.3761418,Postal,86.57,M
EIN-00-1086064,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-70.982775|41.944167,1017,250235251041017,Block 1017,U,9271,U,S,69,200,25,23,525104,25023525104,Census Tract 5251.04,MA,Plymouth County,Massachusetts,2015,"1785 SOUTH ST,BRIDGEWATER,MA,2324","1785 South Street, Bridgewater, Massachusetts, 02324",-70.982775,41.944167,PointAddress,100,M
EIN-00-1093819,,44140,"Springfield, MA","Springfield, MA Metro Area",M1,-72.3963915|42.547626,3067,250110404003067,Block 3067,R,,,S,21,42,25,11,40400,25011040400,Census Tract 404,MA,Franklin County,Massachusetts,2015,"6 CENTER ST,WENDELL,MA,1379","6 Center Street, Wendell, Massachusetts, 01379",-72.3963915,42.547626,PointAddress,100,M
EIN-00-1156158,488,41860,"San Francisco-Oakland-Berkeley, CA","San Francisco-Oakland-Berkeley, CA Metro Area",M1,-122.5363692|37.8993054000001,3009,60411261003009,Block 3009,U,78904,U,S,11,27,6,41,126100,6041126100,Census Tract 1261,CA,Marin County,California,2007,"MILL VALLEY,CA,94941","94941, Mill Valley, California",-122.5363692,37.8993054000001,Postal,100,M
EIN-00-1245701,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.276829|40.828968,2005,340130209012005,Block 2005,U,63217,U,S,31,95,34,13,20901,34013020901,Census Tract 209.01,NJ,Essex County,New Jersey,1989,"ESSEX FALLS,NJ,07021-1403","07021-1403, Essex Fells, New Jersey",-74.276829,40.828968,PostalExt,97.52,M
EIN-00-1286859,122,29300,"LaGrange, GA-AL","LaGrange, GA-AL Micro Area",M2,-85.1837792|32.796209,3003,10179547003003,Block 3003,U,90082,U,S,1,5,1,17,954700,1017954700,Census Tract 9547,AL,Chambers County,Alabama,2006,"VALLEY,AL,36854","36854, Valley, Alabama",-85.1837792,32.796209,Postal,100,M
EIN-00-1311421,348,40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area",M1,-117.173875|33.746225,1043,60650427301043,Block 1043,U,87004,U,S,13,42,6,65,42730,6065042730,Census Tract 427.30,CA,Riverside County,California,2012,"PO BOX 1291,ROMOLAND,CA,92585","92585, Menifee, California",-117.173875,33.746225,Postal,97.9,M
EIN-00-1326786,400,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,-86.4439649999999|36.388925,3022,471650207003022,Block 3022,U,61273,U,S,15,15,47,165,20700,47165020700,Census Tract 207,TN,Sumner County,Tennessee,2002,"GALLATIN,TN,37066","37066, Gallatin, Tennessee",-86.4439649999999,36.388925,Postal,100,M
EIN-00-1347537,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.080488|42.327108,2002,250250803002002,Block 2002,U,9271,U,S,172,489,25,25,80300,25025080300,Census Tract 803,MA,Suffolk County,Massachusetts,2024,"PO BOX 190340,ROXBURY,MA,02119-0006","02119-0006, Roxbury, Massachusetts",-71.080488,42.327108,PostalExt,98,M
EIN-00-1604868,218,19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area",M1,-93.5611339867567|41.638914,2024,191530106012024,Block 2024,U,23743,U,S,150,220,19,153,10601,19153010601,Census Tract 106.01,IA,Polk County,Iowa,2010,"4325 E 29TH ST LOT 108,DES MOINES,IA,50317","4325 E 29th St, Lot 108, Des Moines, Iowa, 50317",-93.5611339867567,41.638914,Subaddress,100,M
EIN-00-1615015,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.1437999999999|42.4116550000001,4008,250173563004008,Block 4008,U,9271,U,S,13,43,25,17,356300,25017356300,Census Tract 3563,MA,Middlesex County,Massachusetts,2005,"ARLINGTON,MA,2474","02474, Arlington, Massachusetts",-71.1437999999999,42.4116550000001,Postal,100,M
EIN-00-1628595,315,28940,"Knoxville, TN","Knoxville, TN Metro Area",M1,-84.2388|36.0253050000001,2033,470010202022033,Block 2033,U,45640,U,S,0,0,47,1,20202,47001020202,Census Tract 202.02,TN,Anderson County,Tennessee,2000,"OAK RIDGE,TN,37831","37831, Oak Ridge, Tennessee",-84.2388,36.0253050000001,Postal,100,M
EIN-00-1631629,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,-84.5547391155293|33.9870514770332,2008,130670306032008,Block2008,U,3817,,S,0,0,13,67,30603,13067030603,Census Tract 306.03,GA,Cobb County,Georgia,2011,"1480 BELLS FERRY RD,MARIETTA,GA,30066","1480 Bells Ferry Rd, Marietta, Georgia, 30066",-84.5547391155293,33.9870514770332,PointAddress,100,M
EIN-00-1727883,148,49340,"Worcester, MA-CT","Worcester, MA-CT Metro Area",M1,-71.7900975|42.263289,2013,250277318012013,Block 2013,U,97291,U,S,67,101,25,27,731801,25027731801,Census Tract 7318.01,MA,Worcester County,Massachusetts,2015,"89 SHREWSBURY ST STE 300,WORCESTER,MA,1604","89 Shrewsbury Street, #300, Worcester, Massachusetts, 01604",-71.7900975,42.263289,Subaddress,100,M
EIN-00-1885720,548,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",M1,-77.03872|38.9190300000001,2001,110010038012001,Block 2001,U,92242,U,S,45,75,11,1,3801,11001003801,Census Tract 38.01,DC,District of Columbia,District of Columbia,2006,"WASHINGTON,DC,20009","20009, Washington, District of Columbia",-77.03872,38.9190300000001,Postal,100,M
EIN-00-1891146,172,16740,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area",M1,-80.82544|35.21725,2013,371190025002013,Block 2013,U,15670,U,S,4,10,37,119,2500,37119002500,Census Tract 25,NC,Mecklenburg County,North Carolina,2004,"CHARLOTTE,NC,28204","28204, Charlotte, North Carolina",-80.82544,35.21725,Postal,100,M
EIN-00-1923505,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-88.017131502849|43.0323938329665,1009,550790127001009,Block 1009,U,57466,U,S,64,225,55,79,91300,55079091300,Census Tract 913,WI,Milwaukee County,Wisconsin,1999,"WAUWATOSA,WI,53226","53226, Honey Creek Parkway, Wauwatosa, Wisconsin",-88.017131502849,43.0323938329665,PostalLoc,100,T
EIN-00-2001262,438,38860,"Portland-South Portland, ME","Portland-South Portland, ME Metro Area",M1,-69.8140395|43.911846,4034,230239705004034,Block 4034,U,11040,U,S,6,8,23,23,970500,23023970500,Census Tract 9705,ME,Sagadahoc County,Maine,1989,"BATH,ME,04530-2597","04530-2597, Bath, Maine",-69.8140395,43.911846,PostalExt,100,M
EIN-00-2001413,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,-84.329028|33.800724,1016,130890224041016,Block1016,U,3817,,S,0,0,13,89,22404,13089022404,Census Tract 224.04,GA,DeKalb County,Georgia,1989,"ATLANTA,GA,30329-4020","30329-4020, Atlanta, Georgia",-84.329028,33.800724,PostalExt,100,M
EIN-00-2002301,148,29060,"Laconia, NH","Laconia, NH Micro Area",M2,-71.5098257|43.6969983000001,1013,330019651001013,Block 1013,R,,,S,15,36,33,1,965100,33001965100,Census Tract 9651,NH,Belknap County,New Hampshire,1989,"CENTER HARBOR,NH,03226-0000","03226, Center Harbor, New Hampshire",-71.5098257,43.6969983000001,Postal,100,M
EIN-00-2003282,148,18180,"Concord, NH","Concord, NH Micro Area",M2,-71.541615|43.20554,2000,330130323002000,Block 2000,U,19531,U,S,24,52,33,13,32300,33013032300,Census Tract 323,NH,Merrimack County,New Hampshire,1989,"CONCORD,NH,03301-0000","03301, Concord, New Hampshire",-71.541615,43.20554,Postal,100,M
EIN-00-2004534,,,,,,-72.5634646999999|42.8505210000001,4019,500259685004019,Block 4019,U,9703,U,S,120,183,50,25,968500,50025968500,Census Tract 9685,VT,Windham County,Vermont,1989,"BRATTLEBORO,VT,05301-3137","05301, Brattleboro, Vermont",-72.5634646999999,42.8505210000001,Postal,100,M
EIN-00-2005893,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.099029637704|42.3248585639009,2004,250250812002004,Block 2004,U,9271,U,S,419,919,25,25,81200,25025081200,Census Tract 812,MA,Suffolk County,Massachusetts,1989,"BOSTON,MA,02120-3296","02120, Boston, Massachusetts",-71.099029637704,42.3248585639009,PostalLoc,100,M
EIN-00-2006066,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-70.8727995|42.809346,1023,250092683001023,Block 1023,U,9271,U,S,17,28,25,9,268300,25009268300,Census Tract 2683,MA,Essex County,Massachusetts,1989,"NEWBURYPORT,MA,01950-2603","01950-2603, Newburyport, Massachusetts",-70.8727995,42.809346,PostalExt,100,M
EIN-00-2006171,148,49340,"Worcester, MA-CT","Worcester, MA-CT Metro Area",M1,-72.159318|42.235614,2003,250277241002003,Block 2003,R,,,S,1,1,25,27,724100,25027724100,Census Tract 7241,MA,Worcester County,Massachusetts,1989,"W BROOKFIELD,MA,01585-0953","01585-0953, West Brookfield, Massachusetts",-72.159318,42.235614,PostalExt,100,M
EIN-00-2006381,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.060751|42.357789,1003,250250701021003,Block 1003,U,9271,U,S,14,101,25,25,30302,25025030302,Census Tract 303.02,MA,Suffolk County,Massachusetts,1989,"BOSTON,MA,02108-3902","02108-3902, Boston, Massachusetts",-71.060751,42.357789,PostalExt,100,M
EIN-00-2006867,148,49340,"Worcester, MA-CT","Worcester, MA-CT Metro Area",M1,-71.8013115|42.265278,2025,250277317002025,Block 2025,U,97291,U,S,2,4,25,27,731700,25027731700,Census Tract 7317,MA,Worcester County,Massachusetts,1989,"WORCESTER,MA,01608-1521","01608-1521, Worcester, Massachusetts",-71.8013115,42.265278,PostalExt,100,M
EIN-00-2007056,148,12700,"Barnstable Town, MA","Barnstable Town, MA Metro Area",M1,-70.1792505|42.05628,3004,250010101003004,Block 3004,U,72532,U,S,15,12,25,1,10100,25001010100,Census Tract 101,MA,Barnstable County,Massachusetts,1989,"PROVINCETOWN,MA,02657-2496","02657-2496, Provincetown, Massachusetts",-70.1792505,42.05628,PostalExt,100,M
EIN-00-2007134,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.05752|42.354801,2029,250250701042029,Block 2029,U,9271,U,S,0,0,25,25,70104,25025070104,Census Tract 701.04,MA,Suffolk County,Massachusetts,1989,"BOSTON,MA,02110-1202","02110-1202, Boston, Massachusetts",-71.05752,42.354801,PostalExt,100,M
EIN-00-2009118,148,39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area",M1,-71.16039|41.693859,2004,250056409012004,Block 2004,U,72505,U,S,148,333,25,5,640901,25005640901,Census Tract 6409.01,MA,Bristol County,Massachusetts,1989,"FALL RIVER,MA,02721-1727","02721-1727, Fall River, Massachusetts",-71.16039,41.693859,PostalExt,100,M
